Day,Hour,RTU01,RKG01,RGS01,RKM02,RDP02,RGD01,RKM03,RBK01,RTU02,RKM01,RTG01,RDP01,RTD01,RTD02,RTD03,RKJ01,RTG02,RKM04,RTG01,RTG02
27,13,166.76,172.8,150.81,7.19,225.15,1.59,0.79,5.6,0.47,14.78,22.51,446.13,374.34,351.07,298.7,609.79,134.62,2.01,22.51,134.62
27,14,170.56,186.81,125.08,9.17,201.34,0.18,0.89,8.35,0.42,15.78,23.15,409.21,400.76,397.43,294.51,678.44,150.54,2.08,23.15,150.54
27,15,143.06,150.99,98.8,4.35,159.49,0.67,0.73,5.99,0.4,12.27,19.26,323.82,315.34,316.24,247.64,550.27,123.19,1.79,19.26,123.19
27,16,95.73,103.56,69.35,4.32,104.74,0.6,0.46,4.1,0.27,8.64,12.42,222.75,218.75,228.27,171.87,381.91,85.16,1.31,12.42,85.16
27,17,40.64,42.32,28.52,1.42,45.82,0.41,0.14,1.94,0.13,4.98,5.2,98.12,101.25,102.27,79.32,177.51,38.42,0.57,5.2,38.42
27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6,7.66,9.08,5.79,0.63,8.76,0.05,0.03,0.36,0.03,0.62,0.94,17.96,20.06,20.48,14.37,35.23,7.57,0.08,0.94,7.57
28,7,108.57,463.33,263.92,13.34,75.83,0.64,0.58,9.31,3.64,11.32,40.18,205.57,800.93,197.73,377.36,760.09,75.28,1.47,40.18,75.28
28,8,144.09,557.59,139.06,10.28,91.44,0.1,0.89,11.2,2.87,15.39,45.89,227.59,531.82,207.83,385.46,702.9,74.36,2.34,45.89,74.36
28,9,195.47,597.48,139.11,11.57,114.43,0.42,1.02,13.94,2.56,22.41,50.52,272.82,516.68,235.76,325.08,497.07,74.59,2.84,50.52,74.59
28,10,183.63,234.04,128.74,9.71,134.99,0.59,1.38,9.66,0.89,19.17,35.35,327.27,532.35,287.34,315.36,498.04,84.07,3.72,35.35,84.07
28,11,192.8,202.76,129.42,12.04,173.45,0.5,2.87,11.21,0.84,23.04,32.51,996.23,556.06,340.45,324.88,546.61,95.84,4.65,32.51,95.84
28,12,227.54,203.99,462.29,8.94,226.92,0.79,3.2,11.02,0.97,22.02,38.7,937.76,559.91,381.73,335.27,605.59,106,5.9,38.7,106
28,13,251.25,197.07,420.19,8.93,247.84,0.89,4.41,10.24,1.02,27.14,43.3,862.41,525.77,393.89,333.5,629.5,106.23,6.74,43.3,106.23
28,14,259.71,183.43,177.75,8.99,256.94,1.21,5.53,9.07,0.8,22.51,43.06,892.85,488.25,390.3,324.59,625.72,106.22,7.02,43.06,106.22
28,15,241.46,157.24,167.08,10.11,243.12,1.35,6.09,7.98,0.57,19.47,35.23,975.7,412.8,410.17,293.35,551.05,92.02,6.06,35.23,92.02
28,16,218.31,128.88,144.49,5.41,209.41,0.58,4.41,6.86,0.51,15.3,33.77,864.37,298.83,315.72,250.53,423.01,72.94,3.97,33.77,72.94
28,17,61.2,52.9,59.96,5.23,91.43,0.47,1.49,2.51,0.13,6.43,9.74,378.81,132.87,167.15,116.4,220.92,41.86,1.38,9.74,41.86
28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6,7.7,9.27,5.68,0.45,8.63,0.03,0.04,0.32,0.02,0.71,1.06,17.76,20.25,20.2,14.67,35.16,7.63,0.09,1.06,7.63
29,7,103.72,429.01,246.44,10.44,71.51,0.86,0.59,8.13,2.29,12.63,30.41,198.24,750.94,188.43,360.87,712.28,71.26,1.44,30.41,71.26
29,8,154.01,534.78,147.86,9.91,100.7,0.88,0.84,12.34,3.1,18.6,44.48,261.18,553.47,233.19,406.36,714.73,84.22,2.22,44.48,84.22
29,9,203.35,564.99,149.56,8.86,141.72,0.46,1.12,11.79,1.76,20.11,46.21,329.86,562.46,287.99,372.76,581.42,92.68,2.83,46.21,92.68
29,10,201.82,267.84,148.97,11.44,167.68,0.71,1.26,8.72,0.8,20.98,36.29,400.83,571.78,337.77,359.38,597.67,106.06,3.45,36.29,106.06
29,11,210.13,233.14,153.92,12.19,214.75,0.53,2.65,9.29,0.89,22.23,34.95,979.75,582.41,393.02,358.06,644.18,118.88,4.5,34.95,118.88
29,12,237.18,226.92,444.06,5.46,260.08,0.71,3.22,9.61,1.04,24.18,39.99,939.47,575.05,421.2,359.51,686.81,124.74,5.29,39.99,124.74
29,13,262.12,215.98,188.97,10.97,280.31,1.03,4.19,9.57,0.99,23.26,40.82,863.2,553.45,435.73,355.59,700.61,127.08,5.95,40.82,127.08
29,14,264.1,203.13,191.77,10.22,285.23,0.83,4.45,9.29,0.77,24.1,38.51,851.88,507.61,420.81,348.68,705.76,134.97,5.9,38.51,134.97
29,15,239.65,174.97,171.43,5.6,259,1.04,4.69,8.14,0.62,19.8,36.36,864.79,429.21,428.08,322.49,629.85,118.94,5.09,36.36,118.94
29,16,199.3,132.36,130.65,4.44,196.07,0.87,3.52,5.3,0.52,16.01,29.72,720.93,313.52,323.92,258.43,475.84,89.72,3.3,29.72,89.72
29,17,67.3,61.29,56.21,3.63,84.53,0.16,1.05,2.51,0.15,5.17,9.76,315.05,146.73,169.89,124.8,245.32,48.45,1.27,9.76,48.45
29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6,7.48,9.12,5.55,0.67,8.54,0.05,0.03,0.27,0.02,0.75,0.96,17.85,20.11,20.78,14.57,35.05,7.49,0.08,0.96,7.49
30,7,100.96,423.84,241.18,8.23,72.94,0.22,0.56,8.17,2.81,7.96,32.17,198.25,737.05,192.24,353.59,703.56,72.38,1.46,32.17,72.38
30,8,155.24,523.55,145.72,14.02,107.82,0.72,0.88,10.57,3.17,16.44,45.82,267.23,563.82,243.23,414.93,707.59,87.08,2.26,45.82,87.08
30,9,210.09,548.26,151.09,8.34,147.55,0.7,1.1,12.55,2.19,20.8,42.74,356.51,566.83,296.94,382.42,598.25,99.7,2.7,42.74,99.7
30,10,207.77,276.78,148.98,7.42,184.86,1.24,1.32,9.24,1.03,22.88,33.86,426.83,571.35,353.54,369.5,623.82,109.79,3.31,33.86,109.79
30,11,206.8,233,152.91,12.22,213.58,0.88,2.56,9.34,0.85,22.24,32.33,942.26,569.46,385.63,352.19,639.83,117.17,4.2,32.33,117.17
30,12,242.34,245.11,416.38,8.78,309.5,1.16,2.54,8.69,0.98,23.16,37.01,927.1,581.16,429.18,382.14,719.16,137.1,4.69,37.01,137.1
30,13,262.36,222.01,197.86,9.32,293.18,0.89,3.61,9.65,0.74,24.44,38.64,850.16,545.58,500.29,367.43,722.79,136,5.57,38.64,136
30,14,261.61,200.34,190.97,10.03,282.28,0.66,4.64,8.6,0.82,24.05,39.75,862.53,507.48,425.06,348.1,693.13,127.84,5.93,39.75,127.84
30,15,244.91,171.21,171.4,9.74,248.82,0.53,5.38,8.57,0.68,19.01,39,899.8,433.04,429.11,317.28,615.15,110.66,5.18,39,110.66
30,16,212.61,132.07,137.24,6.91,206.26,0.44,4.08,6.8,0.63,16.74,33.33,795.41,313.84,319.25,257.29,453.11,85.03,3.74,33.33,85.03
30,17,68.15,62.72,61.18,3.08,95.09,0.35,1.2,3.45,0.31,7.51,8.1,330.79,153.12,178.36,131.75,253.31,50.49,1.22,8.1,50.49
30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
