Day,Hour,RTU01,RKG01,RGS01,RKM02,RDP02,RGD01,RKM03,RBK01,RTU02,RKM01,RTG01,RDP01,RTD01,RTD02,RTD03,RKJ01,RTG02,RKM04,RTG01,RTG02
18,12,230.39,236.26,191.19,7.5,287.98,0.59,1.95,8.26,0.94,23.64,33.62,741.8,520.34,422.25,361.91,721.3,150.76,3.97,33.62,150.76
18,13,255.17,222.68,194.88,11.29,293.08,1.29,3.25,9.82,0.91,22.67,36.5,735.87,532.81,451.25,360.67,756.61,150.22,5.59,36.5,150.22
18,14,248.94,203.78,191.64,7.61,273.86,1.3,4.04,9.16,0.83,21.78,35.86,829.33,505.64,444.35,353.75,739.83,145.5,5.87,35.86,145.5
18,15,219.97,163.97,166.76,7.43,247.94,0.91,4.5,7.91,0.5,19.84,36.29,845.6,415.95,422.42,304.31,627.1,119.85,5,36.29,119.85
18,16,192.31,136.59,128.58,5.94,191.45,0.76,2.98,6.14,0.41,13.75,27.23,659.62,307.04,336.2,257.15,504.66,102.01,3.02,27.23,102.01
18,17,61.79,57.44,53.65,3.46,83.67,0.37,0.91,2.52,0.15,7.63,7.57,274.89,141.38,165.48,113.89,246.47,50.81,1.18,7.57,50.81
18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,6,8.3,10.21,6.29,0.52,9.6,0,0.04,0.4,0.02,0.86,1.13,20.16,22.78,22.99,16.44,40.05,8.79,0.1,1.13,8.79
19,7,103.95,370.2,118.49,9.27,75.01,0.57,0.49,5.35,1.92,8.68,28.83,195.01,670.57,197.01,332.22,588.3,72.59,1.28,28.83,72.59
19,8,151.55,327.86,144.24,14.21,112.74,0.4,0.85,8.93,1.86,15.05,36.93,280.95,522.67,253.92,376.89,552.87,88.11,2.18,36.93,88.11
19,9,195.27,504.97,147.25,11.28,141.92,0.17,1.17,9.94,1.37,20.55,40.2,338.23,543.93,295.86,358.86,586.2,97.7,2.69,40.2,97.7
19,10,204.28,261.1,141.13,8.6,178.81,0.22,1.27,8.27,1.02,20.12,35.48,409.61,552.66,354.61,361.01,620.2,113.11,3.54,35.48,113.11
19,11,202.17,226,204.51,4.78,206.15,0.53,2.33,7.42,0.85,24.14,32.15,854.72,557.19,393.93,348.18,656.62,121.83,4.66,32.15,121.83
19,12,231.23,227.36,168.36,10.91,252.3,0.85,2.45,9.29,0.81,22.35,35.63,804.94,553.04,435.44,357.07,711.81,133.36,5.32,35.63,133.36
19,13,247,215.38,185.39,6.61,272.56,1.23,3.34,10.21,0.89,23.29,36.39,714.18,527.06,441.09,353.42,720.19,139.5,5.54,36.39,139.5
19,14,249.6,206.63,190.6,7.77,282.46,1.56,3.8,8.75,0.81,20.57,34.89,809.5,499.89,440.95,350.3,744.31,149.79,5.59,34.89,149.79
19,15,219.4,176.77,166.68,7.81,248.66,1.28,3.66,8.74,0.52,18.85,26.89,789.24,426.97,437.79,316.79,668.27,139.29,4.55,26.89,139.29
19,16,183.83,132.21,128.89,8.01,186.3,0.72,3.05,5.77,0.37,15.92,26.32,666.35,299.52,327.34,250.63,491.51,98.24,3.15,26.32,98.24
19,17,58.4,55.98,51.34,2,78.57,0.42,0.85,2.68,0.14,6,8.77,270.87,137.7,164.28,115.49,240.7,47.69,1.17,8.77,47.69
19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6,7.87,9.22,5.83,0.65,8.78,0.04,0.03,0.33,0.02,0.8,1.06,17.91,20,20.77,14.55,35.06,7.75,0.08,1.06,7.75
20,7,100.65,378.63,122.84,14.13,74.76,0.33,0.52,6.65,1.93,10.99,28.93,201.48,679.82,196.05,336.54,603.57,72.57,1.29,28.93,72.57
20,8,155.17,329.24,145.27,11.8,115.72,0.39,0.89,8.85,2.26,12.83,37.39,287.45,543.7,254.76,398.95,565.75,88.87,2.18,37.39,88.87
20,9,194.68,483.79,155.12,12.25,153.89,0.4,1.07,11.56,1.77,19.21,37,373.43,552.25,293.69,372.36,588.43,98.25,2.46,37,98.25
20,10,204.2,274.08,152.32,11.61,193.88,1.18,1.17,8.45,0.8,20.36,35.29,453.62,547.4,344.73,364.87,618.19,116.63,3.11,35.29,116.63
20,11,209.87,233.94,202.91,9.64,232.28,1.13,1.95,9.49,0.69,20.54,31.77,816.74,542.8,373.99,351.2,640.08,123.67,3.9,31.77,123.67
20,12,235.98,234.13,337.74,12.85,280.14,0.74,2.19,9.01,0.77,22.15,33.03,799.3,547.11,425.02,362.97,720.98,142.76,4.58,33.03,142.76
20,13,246.12,226.98,196.41,4.97,298.8,1.17,2.69,7.72,0.61,18.56,35.08,701.29,521.97,457.53,365.91,757.41,155.77,4.7,35.08,155.77
20,14,232.6,202.47,189.22,5.46,271.65,0.73,3.2,8.88,0.68,20.37,33.75,747.68,485.95,440.91,353.79,740.11,153.31,4.81,33.75,153.31
20,15,225.83,179.92,170.47,5.77,258.66,1.68,3.66,8.15,0.72,16.36,32.87,788.23,432.79,443.93,325.52,682.72,135.62,4.56,32.87,135.62
20,16,164.21,131.88,117.99,8.99,179.98,0.93,2.13,6.55,0.69,15.32,23.89,560.01,305.24,329.76,252.7,518.25,103.08,2.86,23.89,103.08
20,17,66.71,61.83,55.89,4.27,83.03,0.59,0.64,3.15,0.21,5.42,7.6,257.01,151.63,174.39,130.74,270.69,55.02,1.25,7.6,55.02
20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,6,4.65,5.73,3.54,0.31,5.4,0.04,0.02,0.22,0.01,0.54,0.59,11.04,12.58,12.98,8.98,21.86,4.74,0.05,0.59,4.74
21,7,43.84,57.09,33.42,3.53,50.47,0.28,0.18,1.9,0.08,5.44,5.69,105.93,121.32,113.4,87.29,198.36,42.69,0.49,5.69,42.69
21,8,136.79,253.16,109.83,11.94,116.91,0.52,0.62,6.66,0.84,15.85,21.22,292.6,435.19,251.43,323.79,499.64,89.58,1.43,21.22,89.58
21,9,179.76,337.34,141.58,8.77,167.74,0.58,0.82,8.06,0.85,18.89,27.21,403.99,499.61,324.6,364.72,615.38,113.41,1.95,27.21,113.41
21,10,207.68,288.11,160.75,5.4,223.1,0.17,1.07,10.33,1.05,20.09,29.61,501.47,536.07,355.04,383.77,651.61,128.44,2.9,29.61,128.44
21,11,199.8,247.22,192.39,11.12,260.44,0.51,1.35,9.46,0.93,20.95,26.67,673.86,511.78,417.18,364.92,720.39,146.92,3.03,26.67,146.92
21,12,216.23,232.04,229.87,10.23,291.33,0.33,1.27,7.16,0.56,21.49,27.86,631.76,493.11,431.41,363.91,744.12,159.93,2.92,27.86,159.93
21,13,169.62,174.54,145.43,9.58,228.75,0.3,0.86,5.91,0.75,15.18,20.9,447.26,383.66,362.36,290.85,621.46,137.08,2.08,20.9,137.08
21,14,79.77,94.85,60.71,3.84,90.42,0.04,0.38,3.95,0.3,7.71,10.41,185.47,201.59,204.34,146.52,349.24,77.14,0.94,10.41,77.14
21,15,63.12,74.67,47.86,2.31,72.37,0.19,0.26,2.25,0.23,6.85,8.56,149.56,163.38,166.19,117.27,285.74,62.76,0.69,8.56,62.76
21,16,18.38,22.21,13.48,0.71,20.73,0.07,0.08,0.68,0.07,2,2.32,43.39,49.35,49.37,35.67,85.48,18.86,0.2,2.32,18.86
21,17,20.81,25.04,16.17,1.25,24.38,0.17,0.08,0.92,0.05,1.98,2.99,50.9,55.24,57.25,41.94,96.54,21.1,0.25,2.99,21.1
21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6,4.7,5.61,3.49,0.33,5.4,0.01,0.02,0.2,0.02,0.5,0.63,11.02,12.57,12.82,9.15,22.04,4.76,0.05,0.63,4.76
22,7,15.21,18.32,11.14,1.62,17.03,0.06,0.07,0.63,0.04,1.42,1.84,35.78,40.1,41.31,28.25,70.5,15.44,0.17,1.84,15.44
22,8,136.12,274.43,112.44,11.15,116.64,0.41,0.66,6.69,0.74,13.35,24.21,292.77,455.41,257.24,334.4,517.49,91.8,1.47,24.21,91.8
22,9,146.89,192.03,110.67,12.41,162.34,0.86,0.68,5.06,0.71,12.45,20.04,338.39,372.65,335.48,275.48,597.29,128.08,1.57,20.04,128.08
22,10,107.19,136.93,84.73,6.85,132.19,0.21,0.44,4.48,0.21,7.83,11.97,267.02,293.05,284.96,208.81,496.51,110.56,1.08,11.97,110.56
22,11,107.1,137.88,87.37,6.29,136.68,0.79,0.41,3.95,0.2,11.63,12.92,282.5,309.12,302.8,210.4,525.07,119.67,1.05,12.92,119.67
22,12,161.68,183.74,150.2,12.02,224.98,0.29,0.72,5.35,0.51,15.84,17.91,454.45,384.45,328.83,286.54,593.8,130.58,1.7,17.91,130.58
22,13,199.55,208.31,174.75,8.07,275.29,1.65,1.1,7.06,0.57,18.07,24.97,541.27,445.85,417.11,342.11,718,161.77,2.56,24.97,161.77
22,14,220.96,201.37,179.16,7.94,269.72,0.33,2.14,9.17,0.85,18.01,26.28,646.73,467.08,450.35,349.57,756.88,163.68,3.78,26.28,163.68
22,15,245.54,181.44,181.05,5.47,268.47,1.19,5.02,8.53,0.57,20.14,35.28,911.62,445.95,446.02,329.01,662.88,127.62,5.26,35.28,127.62
22,16,199.38,147.86,143.28,4.69,211.57,0.7,3.19,5.93,0.36,15.28,26.21,715.17,334.91,358.93,275.08,546.93,108.03,3.27,26.21,108.03
22,17,78.31,67.95,61.59,4.12,95.67,0.54,0.73,3.38,0.14,7.99,8.31,280.54,167.93,190.44,143.76,294.76,63.24,1.39,8.31,63.24
22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,6,6.59,8.14,4.96,0.32,7.56,0.04,0.03,0.24,0.01,0.82,0.84,15.59,17.75,17.74,12.89,30.83,6.84,0.07,0.84,6.84
23,7,82.19,218.67,79.46,11.81,61.68,0.28,0.36,4.51,0.94,9.37,20.49,166.1,411.47,174.38,244.38,409.72,60.81,0.96,20.49,60.81
23,8,143.86,266.16,113.14,6.89,126.21,0.45,0.63,4.57,0.78,12.63,21.26,315.33,459.19,261.37,344.2,525.19,93.92,1.37,21.26,93.92
23,9,183.41,330.56,136.46,7.93,179.63,0.54,0.9,8.71,0.59,16.97,26.94,431.3,507.48,320.14,374.71,615.94,119.54,1.85,26.94,119.54
23,10,196.25,280.92,155.66,10.09,218.08,1.17,1,8.02,0.51,14.86,22.89,497.64,499.74,372.66,366.98,677.73,134.86,2.29,22.89,134.86
23,11,216.15,267.78,200.85,14.45,287.81,0.67,1.21,8.17,1.13,19.12,31.19,688.8,537.53,438.9,398.65,768.84,159.82,2.79,31.19,159.82
23,12,221.6,240.15,263.84,8.48,303.69,0.98,1.49,10.09,0.59,23.45,30.73,700.43,519.28,446.28,378.93,767.06,159.64,3.32,30.73,159.64
23,13,213.57,221.66,200.29,11.01,287.61,0.52,1.41,8.43,0.81,21.32,29.09,600.55,484.57,443.4,357.93,771.95,163.72,3.06,29.09,163.72
23,14,204.45,197.94,168.75,7.63,269.4,0.88,1.42,8.46,0.75,16.36,28.02,576.21,446.61,431.46,342.98,748.97,163.58,3.16,28.02,163.58
23,15,170.54,156.75,138.75,11.5,203.48,0.47,1.04,7.24,0.36,17.56,21.3,471.87,363.11,377.37,286.83,636.05,139.82,2.5,21.3,139.82
23,16,114.4,113.74,79.89,5.78,126.52,0.44,0.58,5.27,0.23,8.86,15.36,274.3,253.43,261.29,197.91,445.03,97.26,1.56,15.36,97.26
23,17,47.6,47.59,33.24,2.07,50.95,0.38,0.17,1.94,0.18,4.33,6.06,110.06,111.42,118.5,90.44,197.5,42.15,0.79,6.06,42.15
23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,7.85,9.62,5.87,0.44,9.01,0.08,0.03,0.27,0.03,0.77,1.11,19.17,21.86,21.69,15.56,37.36,8.23,0.09,1.11,8.23
24,7,102.03,445.04,139.97,9.49,73.1,0.52,0.58,8.15,2.54,10.82,34.59,196.87,780.47,190.25,366.67,667.06,69.23,1.49,34.59,69.23
24,8,148.92,346.89,145.76,14.55,105.04,0.69,0.78,11.64,2.47,15.34,44.12,255.78,542.84,236.73,397.57,547.01,82.41,2.18,44.12,82.41
24,9,197.33,559.92,146.31,11.62,135.33,0.6,1.14,13.78,1.74,21.82,46,322.04,556.22,284.55,362.6,571.4,90.02,2.77,46,90.02
24,10,201.7,262.73,137.73,10.44,164.26,0.76,1.44,11.04,0.82,21.87,34.94,391.32,563.45,345.01,355.28,597.21,107.11,3.8,34.94,107.11
24,11,213.12,232.62,215.33,11,215,0.72,2.51,9.4,0.79,24.22,34.6,924.48,573.49,399.37,357.92,657.68,122.44,4.65,34.6,122.44
24,12,233.86,228.84,407.57,14.01,261.44,0.45,2.9,10.53,1.26,22.09,38.56,887.05,571.1,434.5,363.13,705.62,132.31,5.23,38.56,132.31
24,13,259.27,216.22,259.3,8.69,284.25,0.93,3.56,10.19,1.22,24.39,39.17,748.35,543.53,435.44,357.14,715.23,134.47,5.79,39.17,134.47
24,14,254.7,197.98,190.05,6.91,274.53,1.49,4.88,8.8,0.78,20.83,40.51,871.34,503.39,418.77,338.91,688.65,126.71,6.49,40.51,126.71
24,15,242.23,162.95,171.15,4.25,253.02,1.03,5.67,8.01,0.56,17.89,36.53,934.01,421.63,424.25,303.36,596.17,106.51,5.73,36.53,106.51
24,16,210.79,125.27,139.06,6.63,201.29,0.84,4.16,5.26,0.56,15.09,29.25,818.7,295.59,317.27,248.24,432.06,79.58,3.81,29.25,79.58
24,17,57.78,50.31,56.73,2.07,86.19,0.31,1.26,2.89,0.22,6.2,7.6,351.33,129.19,159.78,111.03,217.53,41.85,1.37,7.6,41.85
24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,8.8,10.34,6.4,0.44,9.46,0.05,0.04,0.39,0.02,0.79,1.22,20.08,22.85,22.87,16.54,39.56,8.6,0.09,1.22,8.6
25,7,101.6,361.75,117.14,10.2,71.15,0.57,0.47,7.01,1.89,9.46,26.93,189.78,640.74,192.14,320,620.62,66.94,1.29,26.93,66.94
25,8,152.65,497.24,146.87,11.13,114.33,0.28,0.87,9.62,2.19,15.62,40.37,281.72,548.3,248.25,396.46,564.58,90.14,2.12,40.37,90.14
25,9,203.03,502.34,151.07,13.46,153.99,0.18,0.92,9.97,1.44,17.8,39.9,372.98,559.91,290.47,382.39,596.01,102.16,2.34,39.9,102.16
25,10,210.5,291.24,162.59,17.64,219.02,0.17,1.12,8.73,0.63,18.93,31.95,493.15,538.17,351.31,383.6,639.62,121.19,2.79,31.95,121.19
25,11,212.24,251.95,211.78,9.33,255.44,0.95,1.94,9.53,0.93,19.48,32.23,843.61,551.32,387.31,368.07,675.04,129.25,3.54,32.23,129.25
25,12,228.9,244.67,302.67,11.61,312.76,1.39,1.82,8.92,0.65,23.12,33.31,764.6,536.43,431.13,375.44,747.13,155.75,3.69,33.31,155.75
25,13,250.4,231.41,228.2,7.79,315.47,0.96,2.61,8.28,0.97,26.69,36.42,771.04,531.96,446.73,372.58,758.42,154.35,4.32,36.42,154.35
25,14,241,205.93,192.09,3.61,289.29,1.03,3.03,10.31,0.8,19.64,33.31,752.22,486.9,437.62,354.67,738.14,152.45,4.68,33.31,152.45
25,15,227.55,178.84,166.68,10.26,256.43,0.96,3.73,6.85,0.49,18.82,30.21,786.54,431.44,439.83,332.25,671.88,135.48,4.43,30.21,135.48
25,16,191.28,134.18,131.06,4.42,195.11,0.92,3.05,5.81,0.38,13.82,26.37,675.11,311.01,326.69,257.16,497.47,98.38,3.3,26.37,98.38
25,17,60.81,51.25,59.79,2.51,90.15,0.25,1.26,2.67,0.18,5.98,7.72,341.97,132.75,163.67,114,223.47,44.26,1.4,7.72,44.26
25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6,6.4,7.41,4.52,0.44,7.11,0.01,0.03,0.23,0.01,0.68,0.75,14.44,16.29,16.74,11.86,28.41,6.25,0.07,0.75,6.25
26,7,19.76,24.01,14.89,1.48,22.7,0.03,0.08,0.79,0.05,2.01,2.92,46.02,53.66,53.06,38.24,91.97,19.79,0.22,2.92,19.79
26,8,76.17,97.76,57.3,5.04,87.93,0.9,0.34,3,0.3,7.19,9.83,179.07,204.95,190.96,144.58,333.26,73.08,0.77,9.83,73.08
26,9,157.94,269.8,118.88,6.69,156.15,0.54,0.78,5.96,0.5,16.43,24.87,375.65,443.56,285.76,336.92,545.51,103.06,1.47,24.87,103.06
26,10,146.46,189.79,119.68,10,179.25,1.01,0.55,6.14,0.3,12.63,15.68,369.66,399.13,368.46,281.29,653.63,140.68,1.5,15.68,140.68
26,11,75.14,99.01,64.29,5.48,99.95,0.32,0.26,3.08,0.15,4.34,8.49,200.94,225.03,223.83,151.41,383.97,84.7,0.77,8.49,84.7
26,12,50.24,62.13,39.4,2.94,59.11,0.33,0.2,1.83,0.12,5.37,7.16,121.03,133.46,135.38,96.34,235.08,51.31,0.54,7.16,51.31
26,13,136.38,160.72,105.31,6.78,161.78,1.75,0.61,5.26,0.52,12.97,14.58,332.43,345.55,335.84,245.96,592.22,129.8,1.56,14.58,129.8
26,14,206.05,196.99,171.59,6.35,262.37,0.67,1.45,6.91,0.48,21.13,28.94,583,448.19,433.63,331.66,732.04,158.49,2.99,28.94,158.49
26,15,212.42,178.2,159.02,7.82,247.93,0.85,2.25,9.55,0.67,20.23,28.38,642.82,420.42,430.35,330.02,698.54,146.52,3.55,28.38,146.52
26,16,186.02,137.51,127.8,5.33,198.06,0.4,2.66,6.13,0.34,14.6,26.55,650.18,320.46,339.65,265.66,518.48,102.6,3.01,26.55,102.6
26,17,65.53,61.37,54.38,2.47,84.77,0.41,0.84,2.22,0.13,6.68,6.96,278.09,149.06,170.84,124.57,252.77,50.91,1.17,6.96,50.91
26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,2.12,2.64,1.66,0.12,2.52,0.02,0.01,0.09,0.01,0.22,0.25,5.18,5.78,5.88,4.23,10.26,2.25,0.02,0.25,2.25
27,7,31.96,38.24,23.29,0.84,35.14,0.01,0.13,1.3,0.06,2.97,4.02,73.08,84.42,82.76,60.14,142.61,30.7,0.34,4.02,30.7
27,8,68.38,87.42,51.66,3.65,77.83,0.24,0.26,2.65,0.25,5.8,8.63,168.65,188.96,178.38,137.86,312.66,67.19,0.73,8.63,67.19
27,9,107.01,142.1,81.73,5.86,121.28,0.09,0.45,4.26,0.48,11.67,14.53,258.57,281.98,267.31,206.57,468.34,102.17,1.21,14.53,102.17
27,10,128.23,161.84,100.9,7.05,158.01,0.84,0.54,5.2,0.27,12.34,14.52,325.08,347.91,326.19,245.05,584.47,128.04,1.29,14.52,128.04
27,11,150.42,193.03,126.82,12.36,198.61,0.9,0.61,5.21,0.29,10.88,17.29,413.6,428.33,405.43,299.99,714.7,159.42,1.43,17.29,159.42
27,12,165.53,208.19,144.38,5.52,221.86,0.55,0.66,5.58,0.45,12.36,21.65,455.57,464.27,438.86,323.45,766.68,174.31,1.59,21.65,174.31
